,name,chamber,party,state,district,date,content,replyCount,retweetCount,likeCount,quoteCount,handle,platform,url,photos,news,text,toke,topic,enga,engaSum
411,House Committee on Oversight and Reform,House,N/A,N/A,N/A,2021-05-19 23:30:00+00:00,"Under Chair @RepMaloney's questioning, Emergent admitted to taking $27 million of taxpayer money per month to maintain its “readiness” to manufacture #COVID vaccines, but has NOT been able to distribute A SINGLE DOSE. 

This is troubling and unacceptable.
thehill.com/policy/healthc…",5,28,65,2,oversightdems,Twitter,https://twitter.com/OversightDems/status/1395159837655244806,,['https://thehill.com/policy/healthcare/554282-execs-from-troubled-vaccine-maker-to-face-house-grilling-over-ruined-doses'],chair questioning emergent admitted taking million taxpayer money per month maintain readiness manufacture covid vaccines able distribute single dose troubling unacceptablethehillcompolicyhealthc,"['chair', 'questioning', 'emergent', 'admitted', 'taking', 'million', 'taxpayer', 'money', 'per', 'month', 'maintain', 'readiness', 'manufacture', 'covid', 'vaccines', 'able', 'distribute', 'single', 'dose', 'troubling', 'unacceptablethehillcompolicyhealthc']",15,100,2621
47,Stacey E. Plaskett,House,Democrat,VI,0,2021-05-19 19:33:20+00:00,Excited about the work of my good friend @AnnelieseMaria as a descendant of survivors and victims of the #TulsaRaceMassacre #TulsaMassacre twitter.com/anneliesemaria…,0,17,80,2,staceyplaskett,Twitter,https://twitter.com/StaceyPlaskett/status/1395100277821280258,,['https://twitter.com/anneliesemaria/status/1395053869726568450'],excited work good friend descendant survivors victims tulsaracemassacre tulsamassacre twittercomanneliesemaria,"['excited', 'work', 'good', 'friend', 'descendant', 'survivors', 'victims', 'tulsaracemassacre', 'tulsamassacre', 'twittercomanneliesemaria']",08,99,2547
320,David N. Cicilline,House,Democrat,RI,1,2021-05-19 16:43:39.000000,The American people should know the truth about what happened on January 6. And make sure it can never happen again.,9,0,90,0,CongressmanDavidCicilline,Facebook,https://facebook.com/CongressmanDavidCicilline/videos/825886181659390,,,american people know truth happened january make sure never happen,"['american', 'people', 'know', 'truth', 'happened', 'january', 'make', 'sure', 'never', 'happen']",06,99,18064
79,Jody B. Hice,House,Republican,GA,10,2021-05-19 16:41:32+00:00,"President Biden ordered construction to shut down on #KeystoneXL, killing jobs and destroying our energy independence.

Meanwhile, President Biden gave Russia the green light to finish up their pipeline in Europe, giving a huge boost to Putin's regime.

Something is off here! https://t.co/B4Gqf8w4gz",23,28,44,3,congressmanhice,Twitter,https://twitter.com/CongressmanHice/status/1395057042763681792,https://pbs.twimg.com/media/E1w8_DEWEAYdWis?format=jpg&name=small,[],president biden ordered construction shut keystonexl killing jobs destroying energy independencemeanwhile president biden gave russia green light finish pipeline europe giving huge boost putins regimesomething,"['president', 'biden', 'ordered', 'construction', 'shut', 'keystonexl', 'killing', 'jobs', 'destroying', 'energy', 'independencemeanwhile', 'president', 'biden', 'gave', 'russia', 'green', 'light', 'finish', 'pipeline', 'europe', 'giving', 'huge', 'boost', 'putins', 'regimesomething']",01,98,13764
148,Mark R. Warner,Senate,Democrat,VA,,2021-05-19 17:36:58.000000,"In our evolving economy, broadband isn’t a luxury; it’s a necessity. This National Telecommunications and Information Administration funding that we included in the December COVID-19 relief package will help empower Americans living in every community with economic opportunities.

NTIA.GOV
Commerce Department’s NTIA Announces $288 Million in Funding Available to States to Build Broadband Infrastructure | National Telecommunications and Information Administration",24,3,70,0,MarkRWarner,Facebook,https://facebook.com/MarkRWarner/posts/10159583880067853,,https://ntia.gov/press-release/2021/commerce-department-s-ntia-announces-288-million-funding-available-states-build,evolving economy broadband isnt luxury necessity national telecommunications information administration funding included december covid19 relief package help empower americans living every community economic opportunitiesntiagovcommerce departments ntia announces million funding available states build broadband infrastructure national telecommunications information administration,"['evolving', 'economy', 'broadband', 'isnt', 'luxury', 'necessity', 'national', 'telecommunications', 'information', 'administration', 'funding', 'included', 'december', 'covid19', 'relief', 'package', 'help', 'empower', 'americans', 'living', 'every', 'community', 'economic', 'opportunitiesntiagovcommerce', 'departments', 'ntia', 'announces', 'million', 'funding', 'available', 'states', 'build', 'broadband', 'infrastructure', 'national', 'telecommunications', 'information', 'administration']",14,97,2703
433,House Committee on Transportation and Infrastructure,House,N/A,N/A,N/A,2021-05-19 19:27:05+00:00,"👀SPOTTED: 1 current mayor (@MayorBowser), 2 former mayors (@SecretaryPete, @SecMartyWalsh), 1 House Majority Leader (@LeaderHoyer) AND our Subcommittee Chair (@EleanorNorton)! All proof that local leadership w/ federal support helps communities thrive. #InfrastructureisCalling twitter.com/MayorBowser/st…",1,26,69,0,transportdems,Twitter,https://twitter.com/TransportDems/status/1395098704961544193,,['https://twitter.com/MayorBowser/status/1395053115993464836'],spotted current mayor former mayors house majority leader subcommittee chair proof local leadership w federal support helps communities thrive infrastructureiscalling twittercommayorbowserst,"['spotted', 'current', 'mayor', 'former', 'mayors', 'house', 'majority', 'leader', 'subcommittee', 'chair', 'proof', 'local', 'leadership', 'w', 'federal', 'support', 'helps', 'communities', 'thrive', 'infrastructureiscalling', 'twittercommayorbowserst']",24,96,7618
99,Mike Garcia,House,Republican,CA,25,2021-05-19 15:00:59+00:00,"As a Global War on Terror veteran myself, I am proud to co-sponsor the Global War on Terrorism Memorial Location Act that would help us honor those who served patriotically in the Global War on Terror, including many of the men and women who I served with while in the @USNavy.",56,6,30,2,repmikegarcia,Twitter,https://twitter.com/RepMikeGarcia/status/1395031737005223943,,[],global war terror veteran proud cosponsor global war terrorism memorial location act would help us honor served patriotically global war terror including many men women served,"['global', 'war', 'terror', 'veteran', 'proud', 'cosponsor', 'global', 'war', 'terrorism', 'memorial', 'location', 'act', 'would', 'help', 'us', 'honor', 'served', 'patriotically', 'global', 'war', 'terror', 'including', 'many', 'men', 'women', 'served']",25,94,70271
131,Martin Heinrich,Senate,Democrat,NM,,2021-05-19 19:30:50.000000,"The digital divide is no joke. Many of our homes, schools, businesses, and health care facilities in New Mexico—especially in our tribal communities—don’t have access to broadband.

It’s the 21st century. Internet is a necessity, not a luxury.

GOVTECH.COM
New Mexico Examines Barriers to Navajo Internet Access",6,0,88,0,MartinHeinrich,Facebook,https://facebook.com/MartinHeinrich/posts/10159361885419214,,https://www.govtech.com/network/new-mexico-examines-barriers-to-navajo-internet-access,digital divide joke many homes schools businesses health care facilities new mexicoespecially tribal communitiesdont access broadbandits 21st century internet necessity luxurygovtechcomnew mexico examines barriers navajo internet access,"['digital', 'divide', 'joke', 'many', 'homes', 'schools', 'businesses', 'health', 'care', 'facilities', 'new', 'mexicoespecially', 'tribal', 'communitiesdont', 'access', 'broadbandits', '21st', 'century', 'internet', 'necessity', 'luxurygovtechcomnew', 'mexico', 'examines', 'barriers', 'navajo', 'internet', 'access']",14,94,2703
324,Sam Graves,House,Republican,MO,6,2021-05-19 16:00:38.000000,"America needs a bipartisan infrastructure bill.

The best place to start is with fixing our roads and bridges—something we can all agree on.

That’s infrastructure.

THEHILL.COM
Republicans welcome the chance to work with Democrats on a bipartisan infrastructure bill",14,5,75,0,118514606128,Facebook,https://facebook.com/118514606128/posts/10157976420516129,,https://thehill.com/blogs/congress-blog/politics/553029-republicans-welcome-the-chance-to-work-with-democrats-on-a?rl=1,america needs bipartisan infrastructure billthe best place start fixing roads bridgessomething agree onthats infrastructurethehillcomrepublicans welcome chance work democrats bipartisan infrastructure bill,"['america', 'needs', 'bipartisan', 'infrastructure', 'billthe', 'best', 'place', 'start', 'fixing', 'roads', 'bridgessomething', 'agree', 'onthats', 'infrastructurethehillcomrepublicans', 'welcome', 'chance', 'work', 'democrats', 'bipartisan', 'infrastructure', 'bill']",17,94,2005
60,Jody B. Hice,House,Republican,GA,10,2021-05-19 18:38:09+00:00,"In 2019, socialists like @RepAOC, @RepRashida and ""The Squad"" started calling the shots in the House.

In 2020, these radicals seized the whole Democratic Party.

Now, in 2021, they're trying to hijack America's foreign policy to end our alliance with Israel!

#StandwithIsrael!",33,17,40,2,congressmanhice,Twitter,https://twitter.com/CongressmanHice/status/1395086390782828552,,[],socialists like squad started calling shots housein radicals seized whole democratic partynow theyre trying hijack americas foreign policy end alliance israelstandwithisrael,"['socialists', 'like', 'squad', 'started', 'calling', 'shots', 'housein', 'radicals', 'seized', 'whole', 'democratic', 'partynow', 'theyre', 'trying', 'hijack', 'americas', 'foreign', 'policy', 'end', 'alliance', 'israelstandwithisrael']",23,92,67393
401,Gus M. Bilirakis,House,Republican,FL,12,2021-05-19 08:40:29.000000,"My team was honored to participate in the celebration of WWII Veteran George Burns' 96th birthday. Pictured below, The Marine Corps League Detachment 567 Commandant Vernon Price honors George for his service. Happy Birthday, George, and thank you for your service to our nation! 🇺🇸 #DevilDog #USMC",6,0,85,0,GusBilirakis,Facebook,https://facebook.com/GusBilirakis/posts/4550414078322044,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186462172_4550413284988790_4045283518847493086_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=vFmuqq8AGt8AX8B-yJ_&_nc_ht=scontent-iad3-2.xx&tp=14&oh=62a759fee6623f740aba91d81bcfae9d&oe=60C9FCAC,,team honored participate celebration wwii veteran george burns 96th birthday pictured marine corps league detachment commandant vernon price honors george service happy birthday george thank service nation devildog usmc,"['team', 'honored', 'participate', 'celebration', 'wwii', 'veteran', 'george', 'burns', '96th', 'birthday', 'pictured', 'marine', 'corps', 'league', 'detachment', 'commandant', 'vernon', 'price', 'honors', 'george', 'service', 'happy', 'birthday', 'george', 'thank', 'service', 'nation', 'devildog', 'usmc']",26,91,2033
439,House Committee on Homeland Security,House,N/A,N/A,N/A,2021-05-19 18:05:50+00:00,"JUST NOW: Chair @BennieGThompson was on the House floor to support bringing his bill to establish a commission to investigate the Jan. 6 attack on our Capitol to a vote.

We must act out of patriotism, not partisanship &amp; quickly pass this bill to ensure this never happens again. https://t.co/5wgS849P3X",4,26,59,2,homelanddems,Twitter,https://twitter.com/HomelandDems/status/1395078257641394180,https://pbs.twimg.com/amplify_video_thumb/1395070957648293892/img/ubdSKXHak0Atyb3a.jpg,[],chair house floor support bringing bill establish commission investigate jan attack capitol votewe must act patriotism partisanship quickly pass bill ensure never happens,"['chair', 'house', 'floor', 'support', 'bringing', 'bill', 'establish', 'commission', 'investigate', 'jan', 'attack', 'capitol', 'votewe', 'must', 'act', 'patriotism', 'partisanship', 'quickly', 'pass', 'bill', 'ensure', 'never', 'happens']",06,91,18064
357,"Bill Pascrell, Jr.",House,Democrat,NJ,9,2021-05-19 13:25:12.000000,"The IRS has failed millions of Americans. If the IRS boss can't row in the same direction as President Biden and Congress, we may need to find someone else to steer the boat.

WASHINGTONPOST.COM
Trump’s pick for IRS chief is now faced with implementing Biden’s economic agenda.",3,13,75,0,pascrell,Facebook,https://facebook.com/pascrell/posts/10159026184584156,,https://t.co/Y7Z1VLPVVa,irs failed millions americans irs boss cant row direction president biden congress may need find someone else steer boatwashingtonpostcomtrumps pick irs chief faced implementing bidens economic agenda,"['irs', 'failed', 'millions', 'americans', 'irs', 'boss', 'cant', 'row', 'direction', 'president', 'biden', 'congress', 'may', 'need', 'find', 'someone', 'else', 'steer', 'boatwashingtonpostcomtrumps', 'pick', 'irs', 'chief', 'faced', 'implementing', 'bidens', 'economic', 'agenda']",18,91,7620
314,Scott DesJarlais,House,Republican,TN,4,2021-05-19 17:20:38.000000,"President Biden has quickly and unsurprisingly backed down from his “tough on Russia” promise.

On day one in office he made the decision to shutdown Keystone XL killing 11,000 US jobs. Yet here he is clearing the way for an adversary to construct a pipeline.

Biden is laying the groundwork for the US to be dependent on foreign oil and keep hard working Americans unemployed.

FOXBUSINESS.COM
Biden clears way for Russian pipeline after blocking Keystone Pipeline in US",23,44,23,0,ScottDesJarlaisTN04,Facebook,https://facebook.com/ScottDesJarlaisTN04/posts/3931332160253554,,https://www.foxbusiness.com/politics/biden-russia-nord-stream-pipeline-blocking-keystone.amp,president biden quickly unsurprisingly backed tough russia promiseon day one office made decision shutdown keystone xl killing us jobs yet clearing way adversary construct pipelinebiden laying groundwork us dependent foreign oil keep hard working americans unemployedfoxbusinesscombiden clears way russian pipeline blocking keystone pipeline us,"['president', 'biden', 'quickly', 'unsurprisingly', 'backed', 'tough', 'russia', 'promiseon', 'day', 'one', 'office', 'made', 'decision', 'shutdown', 'keystone', 'xl', 'killing', 'us', 'jobs', 'yet', 'clearing', 'way', 'adversary', 'construct', 'pipelinebiden', 'laying', 'groundwork', 'us', 'dependent', 'foreign', 'oil', 'keep', 'hard', 'working', 'americans', 'unemployedfoxbusinesscombiden', 'clears', 'way', 'russian', 'pipeline', 'blocking', 'keystone', 'pipeline', 'us']",01,90,13764
310,Jim Cooper,House,Democrat,TN,5,2021-05-19 17:47:47.000000,"January 6, 2021, was one of the darkest days in our history. Our Capitol was attacked by insurrectionists, multiple people died, and over 140 members of law enforcement were physically harmed.

We must pass the emergency security supplemental to protect the Capitol.",18,0,71,0,JimCooper,Facebook,https://facebook.com/JimCooper/posts/10159405377116392,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/189193878_10159405377026392_8381307728993358376_n.png?_nc_cat=109&ccb=1-3&_nc_sid=8024bb&_nc_ohc=ZwcydyJ2x8UAX_qxfsq&_nc_ht=scontent-iad3-2.xx&oh=f4addeb922f955dbb66858a12fd53435&oe=60CBE837,,january one darkest days history capitol attacked insurrectionists multiple people died members law enforcement physically harmedwe must pass emergency security supplemental protect capitol,"['january', 'one', 'darkest', 'days', 'history', 'capitol', 'attacked', 'insurrectionists', 'multiple', 'people', 'died', 'members', 'law', 'enforcement', 'physically', 'harmedwe', 'must', 'pass', 'emergency', 'security', 'supplemental', 'protect', 'capitol']",06,89,18064
138,Gary C. Peters,Senate,Democrat,MI,,2021-05-19 18:33:37.000000,"I was proud to pass my bipartisan Fairness for Veterans Act into law—giving veterans suffering from PTSD or TBI the ability to get bad paper discharges upgraded & access benefits they’ve earned.

Today, I’m urging the Secretary of Defense to more quickly and effectively implement this law.

PETERS.SENATE.GOV
Peters Urges Department of Defense to Improve Implementation of His Fairness for Veterans Law | U.S. Senator Gary Peters of Michigan",2,2,85,0,SenGaryPeters,Facebook,https://facebook.com/SenGaryPeters/posts/10159260114954324,,https://www.peters.senate.gov/newsroom/press-releases/peters-urges-department-of-defense-to-improve-implementation-of-his-fairness-for-veterans-law,proud pass bipartisan fairness veterans act lawgiving veterans suffering ptsd tbi ability get bad paper discharges upgraded access benefits theyve earnedtoday im urging secretary defense quickly effectively implement lawpeterssenategovpeters urges department defense improve implementation fairness veterans law us senator gary peters michigan,"['proud', 'pass', 'bipartisan', 'fairness', 'veterans', 'act', 'lawgiving', 'veterans', 'suffering', 'ptsd', 'tbi', 'ability', 'get', 'bad', 'paper', 'discharges', 'upgraded', 'access', 'benefits', 'theyve', 'earnedtoday', 'im', 'urging', 'secretary', 'defense', 'quickly', 'effectively', 'implement', 'lawpeterssenategovpeters', 'urges', 'department', 'defense', 'improve', 'implementation', 'fairness', 'veterans', 'law', 'us', 'senator', 'gary', 'peters', 'michigan']",27,89,5149
19,Tom O’Halleran,House,Democrat,AZ,1,2021-05-19 22:55:34+00:00,"I voted in favor of this bipartisan initiative so that we can better ensure the safety of staff and hardworking Capitol Complex employees, and get a full picture of the intelligence disconnect leading up to these deadly events. (3/3)",5,13,70,1,repohalleran,Twitter,https://twitter.com/RepOHalleran/status/1395151172965748737,,[],voted favor bipartisan initiative better ensure safety staff hardworking capitol complex employees get full picture intelligence disconnect leading deadly events,"['voted', 'favor', 'bipartisan', 'initiative', 'better', 'ensure', 'safety', 'staff', 'hardworking', 'capitol', 'complex', 'employees', 'get', 'full', 'picture', 'intelligence', 'disconnect', 'leading', 'deadly', 'events']",06,89,18064
165,Chuck Grassley,Senate,Republican,IA,,2021-05-19 16:22:29.000000,no text,53,11,23,0,grassley,Facebook,https://facebook.com/grassley/posts/10159320967105797,,,text,['text'],06,87,18064
125,James M. Inhofe,Senate,Republican,OK,,2021-05-19 20:59:02.000000,"I think any bill that really seeks to address the threat from China — the whole threat from China — must also address China’s very real military threat.

That’s why any response can’t separate out military and economic competition – it must be whole of government, and right now, the U.S. Innovation and Competitiveness Act is only focused on economic competition, not military.

My amendment with Senator Shelby will make sure that any increase in non-defense discretionary spending is matched by the same level of increase to the defense spending — what's known as parity.

This isn't just a Republican priority — Democrats have supported parity for years. And it was the bipartisan National Defense Commission Report that called for real growth to the defense budget - a marker that President Biden's proposed budget doesn't meet.

Read my full floor remarks and learn more about the Inhofe-Shelby Parity Amendment here: https://www.inhofe.senate.gov/newsroom/press-releases/inhofe-urges-senate-to-support-amendment-prioritizing-defense-spending-to-counter-chinese-aggression",28,0,59,0,jiminhofe,Facebook,https://facebook.com/jiminhofe/videos/1456952464658884,,https://www.inhofe.senate.gov/newsroom/press-releases/inhofe-urges-senate-to-support-amendment-prioritizing-defense-spending-to-counter-chinese-aggression,think bill really seeks address threat china whole threat china must also address chinas real military threatthats response cant separate military economic competition must whole government right us innovation competitiveness act focused economic competition militarymy amendment senator shelby make sure increase nondefense discretionary spending matched level increase defense spending whats known paritythis isnt republican priority democrats supported parity years bipartisan national defense commission report called real growth defense budget marker president bidens proposed budget doesnt meetread full floor remarks learn inhofeshelby parity amendment,"['think', 'bill', 'really', 'seeks', 'address', 'threat', 'china', 'whole', 'threat', 'china', 'must', 'also', 'address', 'chinas', 'real', 'military', 'threatthats', 'response', 'cant', 'separate', 'military', 'economic', 'competition', 'must', 'whole', 'government', 'right', 'us', 'innovation', 'competitiveness', 'act', 'focused', 'economic', 'competition', 'militarymy', 'amendment', 'senator', 'shelby', 'make', 'sure', 'increase', 'nondefense', 'discretionary', 'spending', 'matched', 'level', 'increase', 'defense', 'spending', 'whats', 'known', 'paritythis', 'isnt', 'republican', 'priority', 'democrats', 'supported', 'parity', 'years', 'bipartisan', 'national', 'defense', 'commission', 'report', 'called', 'real', 'growth', 'defense', 'budget', 'marker', 'president', 'bidens', 'proposed', 'budget', 'doesnt', 'meetread', 'full', 'floor', 'remarks', 'learn', 'inhofeshelby', 'parity', 'amendment']",27,87,5149
391,Doug Lamborn,House,Republican,CO,5,2021-05-19 09:49:57.000000,"The Biden Administration shut down the Keystone XL Pipeline in America, while expediting Russian’s Nord Stream 2 Pipeline. In the midst of the ongoing gas crisis, we should focus on policies that help lower gas prices for millions of Americans, not capitulate to the Russians. This is more America Last policies from Joe Biden, and I am deeply concerned that this Administration does not truly understand the national security implications of removing these sanctions.

https://www.axios.com/nord-stream-sanction-biden-russia-f6db2ae3-2c89-4343-b326-9f399d674077.html?utm_campaign=organic&utm_medium=socialshare&utm_source=twitter

AXIOS.COM
Biden to waive sanctions on Putin crony in charge of Nord Stream 2 pipeline",43,21,23,0,CongressmanDougLamborn,Facebook,https://facebook.com/CongressmanDougLamborn/posts/10159494275827287,,https://www.axios.com/nord-stream-sanction-biden-russia-f6db2ae3-2c89-4343-b326-9f399d674077.html?utm_campaign=organic&utm_medium=socialshare&utm_source=twitter,biden administration shut keystone xl pipeline america expediting russians nord stream pipeline midst ongoing gas crisis focus policies help lower gas prices millions americans capitulate russians america last policies joe biden deeply concerned administration truly understand national security implications removing sanctionsaxioscombiden waive sanctions putin crony charge nord stream pipeline,"['biden', 'administration', 'shut', 'keystone', 'xl', 'pipeline', 'america', 'expediting', 'russians', 'nord', 'stream', 'pipeline', 'midst', 'ongoing', 'gas', 'crisis', 'focus', 'policies', 'help', 'lower', 'gas', 'prices', 'millions', 'americans', 'capitulate', 'russians', 'america', 'last', 'policies', 'joe', 'biden', 'deeply', 'concerned', 'administration', 'truly', 'understand', 'national', 'security', 'implications', 'removing', 'sanctionsaxioscombiden', 'waive', 'sanctions', 'putin', 'crony', 'charge', 'nord', 'stream', 'pipeline']",01,87,13764
164,Chuck Grassley,Senate,Republican,IA,,2021-05-19 16:25:22.000000,"Government should be doing everything it can to help Americans save more of their hard-earned money.

That’s why Senator Grassley, Senator Maggie Hassan & Senator James Lankford introduced a bipartisan bill to help more Americans retire with peace of mind & independence.
https://www.grassley.senate.gov/news/news-releases/grassley-hassan-lankford-reintroduce-bipartisan-retirement-bill-to-give-small-businesses-more-flexibility

GRASSLEY.SENATE.GOV
Grassley, Hassan, Lankford Reintroduce Bipartisan Retirement Bill to Give Small Businesses More Flexibility | U.S. Senator Chuck Grassley of Iowa",33,3,51,0,grassley,Facebook,https://facebook.com/grassley/posts/10159320971270797,,https://www.grassley.senate.gov/news/news-releases/grassley-hassan-lankford-reintroduce-bipartisan-retirement-bill-to-give-small-businesses-more-flexibility,government everything help americans save hardearned moneythats senator grassley senator maggie hassan senator james lankford introduced bipartisan bill help americans retire peace mind independencegrassleysenategovgrassley hassan lankford reintroduce bipartisan retirement bill give small businesses flexibility us senator chuck grassley iowa,"['government', 'everything', 'help', 'americans', 'save', 'hardearned', 'moneythats', 'senator', 'grassley', 'senator', 'maggie', 'hassan', 'senator', 'james', 'lankford', 'introduced', 'bipartisan', 'bill', 'help', 'americans', 'retire', 'peace', 'mind', 'independencegrassleysenategovgrassley', 'hassan', 'lankford', 'reintroduce', 'bipartisan', 'retirement', 'bill', 'give', 'small', 'businesses', 'flexibility', 'us', 'senator', 'chuck', 'grassley', 'iowa']",14,87,2703
331,Judy Chu,House,Democrat,CA,27,2021-05-19 15:44:20.000000,"The gunman who killed 6 Asian women in Atlanta saw them only as Asian women - and that was enough for him. But they were so much more. These were hardworking daughters, mothers, and grandmothers and today, I'm so proud the House voted overwhelmingly to pass my resolution, H. Res. 275, to remember the lives lost and help stop #StopAsianHate",10,0,77,0,RepJudyChu,Facebook,https://facebook.com/RepJudyChu/posts/10165856288990131,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/186480941_10165856287370131_1786608782007656977_n.png?_nc_cat=100&ccb=1-3&_nc_sid=8024bb&_nc_ohc=Vngz40XBeP8AX802wM3&_nc_ht=scontent-iad3-2.xx&oh=2330e40f80ff25fae6448af80b030039&oe=60CADFFF,,gunman killed asian women atlanta saw asian women enough much hardworking daughters mothers grandmothers today im proud house voted overwhelmingly pass resolution h res remember lives lost help stop stopasianhate,"['gunman', 'killed', 'asian', 'women', 'atlanta', 'saw', 'asian', 'women', 'enough', 'much', 'hardworking', 'daughters', 'mothers', 'grandmothers', 'today', 'im', 'proud', 'house', 'voted', 'overwhelmingly', 'pass', 'resolution', 'h', 'res', 'remember', 'lives', 'lost', 'help', 'stop', 'stopasianhate']",25,87,70271
2,Don Bacon,House,Republican,NE,2,2021-05-20 03:05:49+00:00,"2/2 Finally, we should all agree that whether violence comes from the left or right, we should all denounce it and hold the perpetrators accountable.",18,8,57,1,repdonbacon,Twitter,https://twitter.com/RepDonBacon/status/1395214150272528389,,[],finally agree whether violence comes left right denounce hold perpetrators accountable,"['finally', 'agree', 'whether', 'violence', 'comes', 'left', 'right', 'denounce', 'hold', 'perpetrators', 'accountable']",16,84,408
416,House Committee on Oversight and Reform,House,N/A,N/A,N/A,2021-05-19 23:00:46+00:00,"📢 Today, @OversightDems Chairwoman @RepMaloney issued this statement following her vote to establish an independent, bipartisan 9/11-type commission to examine the attack on the U.S. Capitol on January 6, 2021:",1,27,56,0,oversightdems,Twitter,https://twitter.com/OversightDems/status/1395152481462669315,,[],today chairwoman issued statement following vote establish independent bipartisan 911type commission examine attack us capitol january,"['today', 'chairwoman', 'issued', 'statement', 'following', 'vote', 'establish', 'independent', 'bipartisan', '911type', 'commission', 'examine', 'attack', 'us', 'capitol', 'january']",06,84,18064
423,House Committee on Oversight and Reform,House,N/A,N/A,N/A,2021-05-19 22:00:00+00:00,"According to our latest staff report, #Abbvie's abusive drug price increases led to billions of $$$ in corporate revenue and hefty bonuses for company executives. 

All while Americans struggled to afford their life-saving prescription drugs. Enough. 
nbcnews.com/politics/congr…",4,30,47,2,oversightdems,Twitter,https://twitter.com/OversightDems/status/1395137186132078594,,['https://www.nbcnews.com/politics/congress/pharmaceutical-company-abbvie-inflated-prices-two-major-drugs-house-oversight-n1267591'],according latest staff report abbvies abusive drug price increases led billions corporate revenue hefty bonuses company executives americans struggled afford lifesaving prescription drugs enough nbcnewscompoliticscongr,"['according', 'latest', 'staff', 'report', 'abbvies', 'abusive', 'drug', 'price', 'increases', 'led', 'billions', 'corporate', 'revenue', 'hefty', 'bonuses', 'company', 'executives', 'americans', 'struggled', 'afford', 'lifesaving', 'prescription', 'drugs', 'enough', 'nbcnewscompoliticscongr']",19,83,1071
203,Jeanne Shaheen,Senate,Democrat,NH,,2021-05-19 14:54:52.000000,"Access to high-speed broadband internet isn't a luxury. Now more than ever, it's key to the economic growth and quality-of-life in rural Granite State communities and across the nation. The American Jobs Plan would make critical investments in broadband infrastructure rural communities need. –J.S.

NYTIMES.COM
Rural Areas Are Looking for Workers. They Need Broadband to Get Them.",8,4,69,0,SenatorShaheen,Facebook,https://facebook.com/SenatorShaheen/posts/4403640599668377,,https://www.nytimes.com/2021/05/17/business/infrastructure-rural-broadband.html?action=click&module=Well&pgtype=Homepage&section=Technology,access highspeed broadband internet isnt luxury ever key economic growth qualityoflife rural granite state communities across nation american jobs plan would make critical investments broadband infrastructure rural communities need jsnytimescomrural areas looking workers need broadband get,"['access', 'highspeed', 'broadband', 'internet', 'isnt', 'luxury', 'ever', 'key', 'economic', 'growth', 'qualityoflife', 'rural', 'granite', 'state', 'communities', 'across', 'nation', 'american', 'jobs', 'plan', 'would', 'make', 'critical', 'investments', 'broadband', 'infrastructure', 'rural', 'communities', 'need', 'jsnytimescomrural', 'areas', 'looking', 'workers', 'need', 'broadband', 'get']",14,81,2703
45,Lucy McBath,House,Democrat,GA,6,2021-05-19 19:47:36+00:00,"Too often, we have seen hate and discrimination turn to violence and terror.

We must reaffirm our commitment to stand against all forms of bigotry. Racism has no place in our communities or in our country. https://t.co/vN3d8aVum4",5,14,62,0,replucymcbath,Twitter,https://twitter.com/RepLucyMcBath/status/1395103866270670849,https://pbs.twimg.com/media/E1w_L3MWEAMgH6Y.jpg,[],often seen hate discrimination turn violence terrorwe must reaffirm commitment stand forms bigotry racism place communities country,"['often', 'seen', 'hate', 'discrimination', 'turn', 'violence', 'terrorwe', 'must', 'reaffirm', 'commitment', 'stand', 'forms', 'bigotry', 'racism', 'place', 'communities', 'country']",25,81,70271
227,Todd Young,Senate,Republican,IN,,2021-05-19 13:34:43.000000,Hoosier members of American Waterways Operators support America’s supply chain and ensure that our waterways stay safe. It’s vital that we upgrade and expand our ports and waterways in any infrastructure package.,29,0,52,0,SenatorToddYoung,Facebook,https://facebook.com/SenatorToddYoung/posts/6147268831965196,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/189337386_6147263235299089_1103239424909373891_n.png?_nc_cat=110&ccb=1-3&_nc_sid=8024bb&_nc_ohc=dUMVNIyXoSMAX9hMmT1&_nc_ht=scontent-iad3-2.xx&oh=a7e472864678a2d7fc0e615a9b248b77&oe=60CD89D5,,hoosier members american waterways operators support americas supply chain ensure waterways stay safe vital upgrade expand ports waterways infrastructure package,"['hoosier', 'members', 'american', 'waterways', 'operators', 'support', 'americas', 'supply', 'chain', 'ensure', 'waterways', 'stay', 'safe', 'vital', 'upgrade', 'expand', 'ports', 'waterways', 'infrastructure', 'package']",05,81,1503
